id,order_id,user_id,product_id,inventory_item_id,status,created_at,shipped_at,delivered_at,returned_at,sale_price
57820,39848,31909,6951,155867,Shipped,2023-03-07 05:05:16 UTC,2023-03-06 13:51:00 UTC,,,7.25
72069,49612,39786,6951,194393,Shipped,2023-03-01 00:00:33 UTC,2023-03-02 19:54:00 UTC,,,7.25
30342,20928,16745,9252,81705,Shipped,2023-02-19 18:51:28 UTC,2023-02-16 21:06:00 UTC,,,7.5
96366,66466,53405,25329,260106,Shipped,2023-04-01 09:11:28.539378 UTC,2023-04-02 08:47:19.539378 UTC,,,7.5
94234,64986,52222,25006,254327,Complete,2023-03-22 09:56:50 UTC,2023-03-24 10:11:00 UTC,2023-03-26 22:51:00 UTC,,7.5
179206,123436,98932,24808,484088,Complete,2023-02-20 05:37:07 UTC,2023-02-19 19:48:00 UTC,2023-02-23 09:48:00 UTC,,7.5
1590,1119,884,12527,4267,Cancelled,2023-02-25 08:43:13 UTC,,,,7.5
74306,51138,40984,25006,200442,Cancelled,2023-01-01 09:44:11 UTC,,,,7.5
109565,75513,60573,12527,295832,Cancelled,2023-02-23 00:52:54 UTC,,,,7.5
72307,49779,39913,25006,195045,Processing,2023-03-11 02:00:09 UTC,,,,7.5
87158,60036,48142,9058,235252,Processing,2023-03-28 08:32:30 UTC,,,,7.5
128908,88866,71415,25006,348112,Processing,2023-01-23 05:32:06 UTC,,,,7.5
54147,37338,29894,8975,145957,Cancelled,2023-01-29 15:29:33 UTC,,,,7.75
7143,4997,4045,12584,19241,Shipped,2023-01-26 22:17:28 UTC,2023-01-29 21:19:00 UTC,,,8
7571,5291,4261,25180,20382,Shipped,2023-02-26 13:30:00 UTC,2023-02-24 00:07:00 UTC,,,8
15332,10637,8550,9423,41206,Shipped,2023-03-20 12:09:35 UTC,2023-03-23 06:11:00 UTC,,,8
28315,19533,15662,24769,76229,Shipped,2023-03-20 04:08:29 UTC,2023-03-21 17:41:00 UTC,,,8
49441,34087,27307,7120,133337,Shipped,2023-03-08 00:13:31 UTC,2023-03-08 11:06:00 UTC,,,8
53710,37028,29627,28934,144788,Shipped,2023-03-14 02:09:48 UTC,2023-03-16 21:26:00 UTC,,,8
59902,41301,33029,24790,161537,Shipped,2023-02-26 01:54:06 UTC,2023-02-24 20:19:00 UTC,,,8
86202,59364,47613,25246,232646,Shipped,2023-03-25 23:32:10 UTC,2023-03-29 01:33:00 UTC,,,8
125070,86192,69236,15545,337762,Shipped,2023-02-25 02:56:24 UTC,2023-02-27 15:12:00 UTC,,,8
156162,107602,86261,25245,421892,Shipped,2023-03-12 03:06:25 UTC,2023-03-12 09:08:00 UTC,,,8
14415,10009,8051,24665,38746,Complete,2023-03-02 06:25:56 UTC,2023-03-04 09:26:00 UTC,2023-03-05 05:27:00 UTC,,8
57796,39830,31895,6128,155804,Complete,2023-03-21 09:23:31 UTC,2023-03-21 01:42:00 UTC,2023-03-22 23:33:00 UTC,,8
65245,44945,35991,25246,175958,Complete,2023-03-30 22:12:46 UTC,2023-03-31 16:17:00 UTC,2023-03-31 23:31:00 UTC,,8
67987,46817,37497,25185,183366,Complete,2023-01-18 12:41:15 UTC,2023-01-19 02:07:00 UTC,2023-01-22 10:21:00 UTC,,8
74905,51542,41299,7120,202072,Complete,2023-04-01 11:27:04.100146 UTC,2023-04-03 19:42:00.100146 UTC,2023-04-07 17:45:00.100146 UTC,,8
87808,60507,48514,12599,236972,Complete,2023-01-25 00:50:11 UTC,2023-01-25 07:27:00 UTC,2023-01-29 14:25:00 UTC,,8
96185,66344,53315,12562,259617,Complete,2023-02-07 16:06:11 UTC,2023-02-08 04:30:00 UTC,2023-02-11 15:34:00 UTC,,8
100674,69432,55794,9399,271731,Complete,2023-03-24 12:39:04 UTC,2023-03-25 11:28:00 UTC,2023-03-27 03:26:00 UTC,,8
103597,71395,57339,7120,279648,Complete,2023-02-09 11:49:51 UTC,2023-02-11 10:50:00 UTC,2023-02-15 16:12:00 UTC,,8
104382,71935,57735,25070,281737,Complete,2023-03-28 14:42:38 UTC,2023-03-27 09:10:00 UTC,2023-03-28 13:10:00 UTC,,8
106230,73212,58752,5971,286730,Complete,2023-02-10 23:39:17 UTC,2023-02-09 21:51:00 UTC,2023-02-13 02:45:00 UTC,,8
129938,89594,72003,24878,350914,Complete,2023-03-24 06:14:43 UTC,2023-03-24 21:04:00 UTC,2023-03-25 03:55:00 UTC,,8
137101,94514,75962,12652,370272,Complete,2023-02-18 11:26:35 UTC,2023-02-20 07:08:00 UTC,2023-02-21 06:25:00 UTC,,8
143935,99254,79612,12670,388814,Complete,2023-03-02 01:48:57 UTC,2023-03-04 11:46:00 UTC,2023-03-04 15:26:00 UTC,,8
148287,102236,81986,18095,400550,Complete,2023-04-05 05:11:46 UTC,2023-04-02 17:20:00 UTC,2023-04-07 13:48:00 UTC,,8
154077,106172,85124,13948,416211,Complete,2023-02-23 09:04:45 UTC,2023-02-23 03:42:00 UTC,2023-02-24 13:51:00 UTC,,8
163741,112822,90468,12584,442383,Complete,2023-01-12 09:32:04 UTC,2023-01-10 15:39:00 UTC,2023-01-12 20:07:00 UTC,,8
165176,113805,91272,25040,446217,Complete,2023-03-16 00:28:05 UTC,2023-03-18 07:01:00 UTC,2023-03-21 14:25:00 UTC,,8
1242,879,677,12599,3341,Returned,2023-03-31 06:25:20 UTC,2023-03-30 18:41:00 UTC,2023-04-03 00:12:00 UTC,2023-04-04 19:32:00 UTC,8
25965,17933,14397,24610,69931,Returned,2023-02-27 10:49:09 UTC,2023-02-28 11:36:00 UTC,2023-03-04 14:51:00 UTC,2023-03-07 09:11:00 UTC,8
34655,23867,19174,12528,93382,Returned,2023-01-07 06:13:53 UTC,2023-01-08 11:47:00 UTC,2023-01-08 23:52:00 UTC,2023-01-09 02:19:00 UTC,8
71871,49479,39672,24570,193863,Returned,2023-01-06 12:06:47 UTC,2023-01-09 14:51:00 UTC,2023-01-10 17:09:00 UTC,2023-01-13 11:05:00 UTC,8
78901,54316,43524,15909,212904,Returned,2023-04-04 04:56:10.030106 UTC,2023-04-02 02:59:00.030106 UTC,2023-04-05 21:26:00.030106 UTC,2023-04-08 02:45:00.030106 UTC,8
92829,63998,51420,24575,250561,Returned,2023-03-19 08:49:42 UTC,2023-03-17 15:43:00 UTC,2023-03-19 09:54:00 UTC,2023-03-20 15:37:00 UTC,8
107850,74324,59662,25180,291141,Returned,2023-02-21 13:17:27 UTC,2023-02-23 09:44:00 UTC,2023-02-24 10:51:00 UTC,2023-02-26 13:00:00 UTC,8
120509,83038,66706,25185,325402,Returned,2023-03-16 14:17:22 UTC,2023-03-14 13:50:00 UTC,2023-03-18 13:22:00 UTC,2023-03-21 12:26:00 UTC,8
136245,93942,75508,25246,367941,Returned,2023-01-24 12:05:07 UTC,2023-01-22 18:40:00 UTC,2023-01-24 19:02:00 UTC,2023-01-24 22:06:00 UTC,8
136956,94415,75885,12685,369863,Returned,2023-03-30 16:54:27.571868 UTC,2023-03-31 16:20:14.571868 UTC,2023-04-01 04:30:14.571868 UTC,2023-04-02 13:51:14.571868 UTC,8
6665,4667,3772,6784,17950,Cancelled,2023-02-23 04:54:01 UTC,,,,8
49579,34181,27384,24570,133716,Cancelled,2023-03-08 01:48:09 UTC,,,,8
64607,44516,35606,25070,174239,Cancelled,2023-01-24 08:12:53 UTC,,,,8
65506,45131,36132,24575,176687,Cancelled,2023-01-05 07:14:10 UTC,,,,8
67047,46176,36960,15728,180830,Cancelled,2023-01-25 07:25:39 UTC,,,,8
165821,114267,91674,24769,447945,Cancelled,2023-02-04 16:10:08 UTC,,,,8
11010,7667,6198,12685,29610,Processing,2023-03-21 08:30:16 UTC,,,,8
15081,10462,8417,9092,40525,Processing,2023-04-01 16:27:37 UTC,,,,8
62584,43124,34477,24707,168771,Processing,2023-01-23 05:32:23 UTC,,,,8
73323,50465,40455,9399,197775,Processing,2023-02-25 10:13:27 UTC,,,,8
77265,53170,42641,24792,208464,Processing,2023-03-28 01:50:28 UTC,,,,8
78679,54156,43387,25185,212315,Processing,2023-03-12 17:02:32 UTC,,,,8
84520,58206,46678,12599,228099,Processing,2023-01-16 10:24:23 UTC,,,,8
92585,63841,51295,15545,249890,Processing,2023-03-27 05:43:37 UTC,,,,8
96277,66402,53363,24790,259868,Processing,2023-02-12 11:49:46 UTC,,,,8
104811,72236,57969,25185,282918,Processing,2023-01-17 13:22:49 UTC,,,,8
112065,77229,61970,24987,302527,Processing,2023-01-24 23:56:39 UTC,,,,8
115269,79452,63801,9423,311223,Processing,2023-02-21 09:06:33 UTC,,,,8
124159,85589,68751,24961,335278,Processing,2023-01-23 15:16:42 UTC,,,,8
131337,90566,72770,25040,354689,Processing,2023-01-19 00:59:27 UTC,,,,8
140203,96649,77573,9399,378693,Processing,2023-02-07 01:49:46 UTC,,,,8
143892,99223,79591,24707,388695,Processing,2023-03-15 01:12:25 UTC,,,,8
144413,99571,79846,24961,390098,Processing,2023-03-02 12:19:08 UTC,,,,8
151529,104431,83737,25040,409317,Processing,2023-04-01 02:30:30.439949 UTC,,,,8
158350,109100,87472,25040,427860,Processing,2023-01-16 11:32:43 UTC,,,,8
168370,116029,93054,25070,454871,Processing,2023-01-31 05:45:52 UTC,,,,8
172068,118583,95053,18095,464882,Processing,2023-04-03 09:07:54.297462 UTC,,,,8
178274,122826,98458,9423,481582,Processing,2023-01-27 13:15:14 UTC,,,,8
43077,29683,23783,9198,116030,Shipped,2023-01-06 09:36:13 UTC,2023-01-08 08:20:00 UTC,,,8.5
92459,63758,51230,6068,249550,Shipped,2023-03-30 04:22:04 UTC,2023-03-29 07:45:00 UTC,,,8.5
137098,94511,75959,9090,370264,Shipped,2023-01-08 12:50:04 UTC,2023-01-10 01:16:00 UTC,,,8.5
143019,98616,79109,1197,386350,Shipped,2023-03-09 22:16:17 UTC,2023-03-08 21:04:00 UTC,,,8.5
146567,101021,81007,15685,395930,Shipped,2023-04-01 00:06:54.401287 UTC,2023-04-03 20:19:28.401287 UTC,,,8.5
154435,106421,85318,9402,417183,Shipped,2023-03-12 02:11:58 UTC,2023-03-14 07:06:00 UTC,,,8.5
168915,116402,93345,12638,456372,Shipped,2023-02-06 02:07:28 UTC,2023-02-08 15:50:00 UTC,,,8.5
10650,7407,5979,5714,28651,Complete,2023-03-16 11:27:01 UTC,2023-03-13 15:48:00 UTC,2023-03-14 13:09:00 UTC,,8.5
24614,17015,13664,171,66306,Complete,2023-04-02 02:55:47.779397 UTC,2023-04-01 09:29:29.779397 UTC,2023-04-06 04:43:29.779397 UTC,,8.5
31011,21398,17160,1197,83530,Complete,2023-04-06 13:07:23.334127 UTC,2023-04-04 23:11:10.334127 UTC,2023-04-07 08:51:10.334127 UTC,,8.5
55394,38195,30566,2644,149309,Complete,2023-03-25 17:24:06 UTC,2023-03-26 12:43:00 UTC,2023-03-31 12:09:00 UTC,,8.5
110300,76018,60979,5714,297822,Complete,2023-01-19 08:20:26 UTC,2023-01-18 08:09:00 UTC,2023-01-22 15:46:00 UTC,,8.5
115420,79544,63867,1178,311651,Complete,2023-03-13 12:15:05 UTC,2023-03-14 21:05:00 UTC,2023-03-17 00:48:00 UTC,,8.5
139971,96481,77446,5714,378071,Complete,2023-03-28 03:31:35 UTC,2023-03-30 11:07:00 UTC,2023-03-30 20:12:00 UTC,,8.5
170104,117230,93977,171,459614,Complete,2023-02-24 08:36:27 UTC,2023-02-20 14:26:00 UTC,2023-02-22 02:29:00 UTC,,8.5
5454,3842,3088,1178,14692,Returned,2023-01-18 11:47:14 UTC,2023-01-19 04:35:00 UTC,2023-01-23 15:58:00 UTC,2023-01-25 10:35:00 UTC,8.5
177424,122264,98021,15685,479306,Returned,2023-01-16 10:29:19 UTC,2023-01-18 21:49:00 UTC,2023-01-19 11:36:00 UTC,2023-01-21 19:04:00 UTC,8.5
5521,3882,3124,9090,14881,Cancelled,2023-03-23 08:53:09 UTC,,,,8.5
66924,46089,36876,15685,180500,Cancelled,2023-03-05 13:01:05 UTC,,,,8.5
84032,57859,46389,15650,226763,Cancelled,2023-03-16 01:43:22 UTC,,,,8.5
91978,63415,50971,972,248273,Cancelled,2023-01-08 01:40:01 UTC,,,,8.5
71758,49404,39616,6068,193563,Processing,2023-04-02 01:38:04.685987 UTC,,,,8.5
94429,65111,52332,9402,254859,Processing,2023-02-05 08:11:40 UTC,,,,8.5
2396,1689,1371,9211,6469,Shipped,2023-01-11 08:40:55 UTC,2023-01-13 23:46:00 UTC,,,9
9258,6457,5221,10940,24930,Shipped,2023-03-02 15:16:51 UTC,2023-03-02 17:28:00 UTC,,,9
24997,17271,13873,18741,67337,Shipped,2023-01-08 16:17:27 UTC,2023-01-10 16:42:00 UTC,,,9
28208,19460,15605,19728,75932,Shipped,2023-02-25 00:16:43 UTC,2023-02-25 23:12:00 UTC,,,9
42132,29049,23269,26634,113515,Shipped,2023-02-24 07:04:54 UTC,2023-02-25 09:43:00 UTC,,,9
56370,38874,31100,25086,151935,Shipped,2023-02-08 15:01:01 UTC,2023-02-10 08:15:00 UTC,,,9
58639,40419,32351,11065,158105,Shipped,2023-02-12 09:16:45 UTC,2023-02-13 00:29:00 UTC,,,9
72003,49566,39747,12614,194216,Shipped,2023-03-10 21:40:31 UTC,2023-03-13 22:41:00 UTC,,,9
76128,52375,41990,9456,205388,Shipped,2023-01-10 10:26:45 UTC,2023-01-06 19:57:00 UTC,,,9
81476,56089,44992,9266,219910,Shipped,2023-03-25 23:29:34 UTC,2023-03-26 06:13:00 UTC,,,9
88250,60815,48745,28800,238163,Shipped,2023-03-31 08:48:50 UTC,2023-03-30 20:27:00 UTC,,,9
95578,65914,52969,9456,257968,Shipped,2023-03-19 07:28:37 UTC,2023-03-19 15:08:00 UTC,,,9
102055,70340,56510,26634,275494,Shipped,2023-03-20 21:08:42 UTC,2023-03-23 09:39:00 UTC,,,9
111126,76588,61437,15506,300050,Shipped,2023-03-15 18:21:24 UTC,2023-03-14 23:32:00 UTC,,,9
122024,84096,67551,9355,329511,Shipped,2023-04-01 04:32:53.197785 UTC,2023-04-02 17:38:38.197785 UTC,,,9
138985,95799,76908,25086,375371,Shipped,2023-03-18 04:30:16 UTC,2023-03-14 06:57:00 UTC,,,9
162407,111907,89759,26634,438785,Shipped,2023-03-30 08:35:26 UTC,2023-03-30 05:30:00 UTC,,,9
166982,115059,92297,11612,451111,Shipped,2023-03-21 03:28:10 UTC,2023-03-20 03:14:00 UTC,,,9
3568,2498,2019,12614,9671,Complete,2023-01-28 13:07:15 UTC,2023-01-26 23:44:00 UTC,2023-01-28 22:01:00 UTC,,9
9077,6327,5114,10940,24448,Complete,2023-04-01 15:00:27 UTC,2023-03-31 09:40:00 UTC,2023-04-03 05:07:00 UTC,,9
12420,8663,6971,13726,33396,Complete,2023-02-16 22:54:59 UTC,2023-02-17 10:33:00 UTC,2023-02-18 03:43:00 UTC,,9
44206,30474,24421,28800,119079,Complete,2023-04-07 11:12:38.549384 UTC,2023-04-04 07:54:24.549384 UTC,2023-04-05 21:49:24.549384 UTC,,9
61018,42068,33667,28800,164542,Complete,2023-02-19 11:39:13 UTC,2023-02-21 14:04:00 UTC,2023-02-22 16:02:00 UTC,,9
68556,47211,37814,11068,184907,Complete,2023-03-31 08:05:38.106892 UTC,2023-04-02 00:50:28.106892 UTC,2023-04-06 12:18:28.106892 UTC,,9
91477,63077,50683,19728,246915,Complete,2023-03-29 10:28:26 UTC,2023-03-31 11:42:00 UTC,2023-04-03 16:10:00 UTC,,9
106880,73658,59128,15466,288492,Complete,2023-02-25 03:07:38 UTC,2023-02-23 18:16:00 UTC,2023-02-27 19:36:00 UTC,,9
128912,88869,71419,10940,348123,Complete,2023-03-31 06:14:05.337006 UTC,2023-04-02 05:33:18.337006 UTC,2023-04-06 12:27:18.337006 UTC,,9
140494,96857,77742,24886,379495,Complete,2023-03-31 00:10:52 UTC,2023-04-01 16:32:00 UTC,2023-04-03 00:43:00 UTC,,9
145145,100048,80230,13726,392089,Complete,2023-03-29 10:01:28 UTC,2023-04-01 10:54:00 UTC,2023-04-01 18:56:00 UTC,,9
147192,101464,81366,18218,397601,Complete,2023-02-09 23:18:25 UTC,2023-02-11 05:01:00 UTC,2023-02-13 01:40:00 UTC,,9
